race_id,state_postal,state_name,description,category,summary,race_call_status,last_updated,precincts_reporting,precincts_total,precincts_reporting_pct,expected_vote_pct,total_votes,candidate_id,option_name,vote_count,vote_pct
20241105AK83139,AK,Alaska,Alaska Measure 2. Repeals open primaries and ranked choice voting.,Voting & Elections,"This ballot measure would repeal Alaska's open primary system in which the top four vote recipients, regardless of party, advance to the general election. It also would repeal the use of ranked choice voting in general elections.",Too Early to Call,2024-11-08T00:49:59.016000+00:00,308,403,76.43,76.45,246856,2,Yes,125489,50.83
20241105AK83139,AK,Alaska,Alaska Measure 2. Repeals open primaries and ranked choice voting.,Voting & Elections,"This ballot measure would repeal Alaska's open primary system in which the top four vote recipients, regardless of party, advance to the general election. It also would repeal the use of ranked choice voting in general elections.",Too Early to Call,2024-11-08T00:49:59.016000+00:00,308,403,76.43,76.45,246856,3,No,121367,49.17
20241105AZ83095,AZ,Arizona,Arizona Proposition 133. Requires partisan primaries.,Voting & Elections,"This ballot measure would place into Arizona's constitution the current method of partisan primaries, prohibiting candidates from all parties from being placed in the same primary.",Called,2024-11-08T01:23:03.320000+00:00,1204,1736,69.35,69.38,2309991,3,No,1333079,57.71
20241105AZ83095,AZ,Arizona,Arizona Proposition 133. Requires partisan primaries.,Voting & Elections,"This ballot measure would place into Arizona's constitution the current method of partisan primaries, prohibiting candidates from all parties from being placed in the same primary.",Called,2024-11-08T01:23:03.320000+00:00,1204,1736,69.35,69.38,2309991,2,Yes,976912,42.29
20241105AZ83101,AZ,Arizona,Arizona Proposition 139. Creates a constitutional right to abortion.,Abortion,This proposed amendment to Arizona's constitution would create a right to abortion until fetal viability and allow abortions later to protect the life or health of a pregnant woman.,Called,2024-11-08T01:23:04.402000+00:00,1218,1736,70.16,70.16,2445463,2,Yes,1502035,61.42
20241105AZ83101,AZ,Arizona,Arizona Proposition 139. Creates a constitutional right to abortion.,Abortion,This proposed amendment to Arizona's constitution would create a right to abortion until fetal viability and allow abortions later to protect the life or health of a pregnant woman.,Called,2024-11-08T01:23:04.402000+00:00,1218,1736,70.16,70.16,2445463,3,No,943428,38.58
20241105AZ83102,AZ,Arizona,Arizona Proposition 140. Requires open primaries.,Voting & Elections,"This proposed amendment to Arizona's constitution would require open primaries in which candidates of all parties compete against each other, with a certain number advancing to the general election. Ranked choice voting would be required for general elections with more than two candidates.",Called,2024-11-08T01:23:08.282000+00:00,1213,1736,69.87,69.85,2351594,3,No,1386434,58.96
20241105AZ83102,AZ,Arizona,Arizona Proposition 140. Requires open primaries.,Voting & Elections,"This proposed amendment to Arizona's constitution would require open primaries in which candidates of all parties compete against each other, with a certain number advancing to the general election. Ranked choice voting would be required for general elections with more than two candidates.",Called,2024-11-08T01:23:08.282000+00:00,1213,1736,69.87,69.85,2351594,2,Yes,965160,41.04
20241105AZ83106,AZ,Arizona,Arizona Proposition 314. Allows police to arrest immigrants who enter the U.S. illegally.,Courts and Justice,This ballot measure would allow police to arrest immigrants who don't cross the border at a legal port of entry and would make it a state crime for people living in the U.S. illegally to apply for public benefits. It also would create a crime of selling fentanyl that causes someone's death.,Called,2024-11-08T01:23:07.591000+00:00,1207,1736,69.53,69.56,2355585,2,Yes,1482203,62.92
20241105AZ83106,AZ,Arizona,Arizona Proposition 314. Allows police to arrest immigrants who enter the U.S. illegally.,Courts and Justice,This ballot measure would allow police to arrest immigrants who don't cross the border at a legal port of entry and would make it a state crime for people living in the U.S. illegally to apply for public benefits. It also would create a crime of selling fentanyl that causes someone's death.,Called,2024-11-08T01:23:07.591000+00:00,1207,1736,69.53,69.56,2355585,3,No,873382,37.08
